"--- Longitude / Latitude ---", 0, 0, 0, 0., 0., 0., 0., 0., 0., 0., 0.
"Longitude / Latitude (ED 79)", 1, 29
"Longitude / Latitude (ED 87)\p4231", 1, 108
"Longitude / Latitude (Gandajika Base)\p4233", 1, 30
"Longitude / Latitude (Geodetic Datum 1949)\p4272", 1, 31
"Longitude / Latitude (Guam 1963)\p37220", 1, 34
"Longitude / Latitude (GUX 1 Astro)\p37221", 1, 35
"Longitude / Latitude (Hito XVIII 1963)\p4254", 1, 36
"Longitude / Latitude (Hong Kong 1963)\p37205", 1, 38
"Longitude / Latitude (Hu-Tzu-Shan)\p4236", 1, 39
"Longitude / Latitude (Indian for Bangladesh, India, Nepal)", 1, 41
"Longitude / Latitude (Indian for Thailand, Vietnam)", 1, 40 
"Longitude / Latitude (Ireland 1965)\p4299", 1, 42
"Longitude / Latitude (ISTS 073 Astro 1969)\p37233", 1, 43
"Longitude / Latitude (Johnston Island 1961)\p37222", 1, 44
"Longitude / Latitude (Kandawala)\p4244", 1, 45
"Longitude / Latitude (Kerguelen Island)\p37234", 1, 46
"Longitude / Latitude (Kertau 1948)\p4245", 1, 47
"Longitude / Latitude (LC 5 Astro)", 1, 48
"Longitude / Latitude (Liberia 1964)\p4251", 1, 49
"Longitude / Latitude (Lisboa)\p4207", 1, 113
"Longitude / Latitude (Luzon for Mindanao Island)", 1, 51
"Longitude / Latitude (Luzon for Philippines)\p4253", 1, 50
"Longitude / Latitude (Mahe 1971)\p4256", 1, 52
"Longitude / Latitude (Marco Astro)", 1, 53
"Longitude / Latitude (Massawa)\p4262", 1, 54
"Longitude / Latitude (Melrica 1973)\p4274", 1, 114
"Longitude / Latitude (Merchich)\p4261", 1, 55
"Longitude / Latitude (Midway Astro 1961)\p37224", 1, 56
"Longitude / Latitude (Minna)\p4263", 1, 57
"Longitude / Latitude (Nahrwan for Masirah Island)\p4270", 1, 58
"Longitude / Latitude (Nahrwan for Saudi Arabia)\p4270", 1, 60
"Longitude / Latitude (Nahrwan for United Arab Emirates)\p4270", 1, 59
"Longitude / Latitude (Naparima, BWI)\p4271", 1, 61
"Longitude / Latitude (NAD 27 for Continental US)\p4267", 1, 62
"Longitude / Latitude (NAD 27 for Alaska)\p4267", 1, 63
"Longitude / Latitude (NAD 27 for Bahamas)\p4267", 1, 64
"Longitude / Latitude (NAD 27 for Canada)\p4267", 1, 66
"Longitude / Latitude (NAD 27 for Canal Zone)\p4267", 1, 67
"Longitude / Latitude (NAD 27 for Carribbean)\p4267", 1, 68
"Longitude / Latitude (NAD 27 for Central America)\p4267", 1, 69
"Longitude / Latitude (NAD 27 for Cuba)\p4267", 1, 70
"Longitude / Latitude (NAD 27 for Greenland)\p4267", 1, 71
"Longitude / Latitude (NAD 27 for Mexico)\p4267", 1, 72
"Longitude / Latitude (NAD 27 for San Salvador Island)\p4267", 1, 65
"Longitude / Latitude (NAD 83)\p4269", 1, 74
"Longitude / Latitude (NAD 83)\p4269", 1, 33
"Longitude / Latitude (Netherlands)\p4289", 1, 109
"Longitude / Latitude (NTF with Greenwich prime meridian)\p4275", 1, 107
"Longitude / Latitude (NTF with Paris prime meridian)\p4807", 1, 1002
"Longitude / Latitude (NWGL 10)", 1, 111
"Longitude / Latitude (Observatorio 1966)", 1, 75
"Longitude / Latitude (Old Egyptian)\p4229", 1, 76
"Longitude / Latitude (Old Hawaiian)\p37225", 1, 77
"Longitude / Latitude (Oman)\p37206", 1, 78
"Longitude / Latitude (OSGB 36)\p4277", 1, 79
"Longitude / Latitude (Pico de las Nieves)\p37246", 1, 80
"Longitude / Latitude (Pitcairn Astro 1967)\p37226", 1, 81
"Longitude / Latitude (Potsdam)\p4314", 1, 1000
"Longitude / Latitude (Provisional South Chilean 1963)\p4254", 1, 36
"Longitude / Latitude (Provisional South American 1956)\p4248", 1, 82
"Longitude / Latitude (Puerto Rico)\p37248", 1, 83
"Longitude / Latitude (Pulkovo 1942)\p4284", 1, 1001
"Longitude / Latitude (Qatar National)\p4285", 1, 84
"Longitude / Latitude (Qornoq)\p4287", 1, 85
"Longitude / Latitude (Rauenberg)\p4314", 1, 1000
"Longitude / Latitude (Reunion)\p37235", 1, 86
"Longitude / Latitude (Rome 1940)", 1, 87
"Longitude / Latitude (RT 90)", 1, 112
"Longitude / Latitude (RT 90 7 parameters)", 1, 1011
"Longitude / Latitude (SAD 69)\p4291", 1, 92
"Longitude / Latitude (Santo DOS)\p37227", 1, 88
"Longitude / Latitude (Sao Braz)\p37249", 1, 89
"Longitude / Latitude (Sapper Hill 1943)\p4292", 1, 90
"Longitude / Latitude (Schwarzeck)\p4293", 1, 91
"Longitude / Latitude (South Asia)\p37207", 1, 93
"Longitude / Latitude (Southeast Base)", 1, 94
"Longitude / Latitude (Southwest Base)", 1, 95
"Longitude / Latitude (Timbalai 1948)\p4298", 1, 96
"Longitude / Latitude (Tokyo pre-MapInfo v. 7.5)", 1, 97
"Longitude / Latitude (Tokyo)\p4301", 1, 1015
"Longitude / Latitude (Tristan Astro 1968)\p37251", 1, 98
"Longitude / Latitude (Viti Levu 1916)\p37228", 1, 99
"Longitude / Latitude (Wake-Eniwetok 1960)\p37229", 1, 100
"Longitude / Latitude (WGS 60)", 1, 101
"Longitude / Latitude (WGS 66)\p37001", 1, 102
"Longitude / Latitude (WGS 72)\p4322", 1, 103
"Longitude / Latitude (WGS 84)\p4326", 1, 104
"Longitude / Latitude (Yacare)\p4309", 1, 105
"Longitude / Latitude (Zanderij)\p4311", 1, 106
"Longitude / Latitude (Xian 1980)\p37312", 1, 1017

"--- Longitude / Latitude (v 6.0 and later projections) ---"
"Longitude / Latitude (Hungarian HD 72)\p4237", 1, 1004
"Longitude / Latitude (Hartbeesthoek 94)", 1, 150
"Longitude / Latitude (Australia GDA94)\p4283", 1, 116
"Longitude / Latitude (Australia-National-AGD84 7 param)\p4203", 1, 1006
"Longitude / Latitude (Australia (A.C.T. AGD66 7-param)\p4202", 1, 1007
"Longitude / Latitude (Australia (Tasmania AGD66 7-param)\p4202", 1, 1008
"Longitude / Latitude (Australia (Victoria/NSW AGD66 7-param)\p4202", 1, 1009
"Longitude / Latitude (New Zealand (NZGD49 7-parameter)\p4272", 1, 1010
"Longitude / Latitude (EUREF89)",1, 115
"Longitude / Latitude (New Zealand NZGD2000)\p2193", 1, 117
"Longitude / Latitude (American Samoa)\p37252", 1, 118
"Longitude / Latitude (Antigua Island Astro 1943)\p37236", 1, 119
"Longitude / Latitude (Ayabelle Lighthouse)\p37208", 1, 120
"Longitude / Latitude (Beijing 1954)\p4214", 1, 154
"Longitude / Latitude (Belgian 1972 - 7Param)", 1, 1019
"Longitude / Latitude (Bukit Rimpah)\p4219", 1, 121
"Longitude / Latitude (Estonia 1937)", 1, 122
"Longitude / Latitude (Dabola)\p37210", 1, 123
"Longitude / Latitude (Deception Island)\p37254", 1, 124
"Longitude / Latitude (Fort Thomas 1955)\p37240", 1, 125
"Longitude / Latitude (Graciosa Base SW 1948)\p37241", 1, 126
"Longitude / Latitude (Herat North)\p4255", 1, 127
"Longitude / Latitude (Hermannskogel)", 1, 128
"Longitude / Latitude (HGRS87)", 1, 153
"Longitude / Latitude (Indian (Pakistan)", 1, 129
"Longitude / Latitude (Indian 1954)", 1, 130
"Longitude / Latitude (Indian 1960)", 1, 131
"Longitude / Latitude (Indian 1975)", 1, 132
"Longitude / Latitude (Indonesian 1974)\p4238", 1, 133
"Longitude / Latitude (ISTS 061 Astro 1968)\p37242", 1, 134
"Longitude / Latitude (JGD2000)", 1, 152
"Longitude / Latitude (KKJ)\p4123",1, 1016
"Longitude / Latitude (Kusaie Astro 1951)\p37259", 1, 135
"Longitude / Latitude (Leigon)\p4250", 1, 136
"Longitude / Latitude (Lithuanian Pulkovo 1942)", 1, 1018
"Longitude / Latitude (Montserrat Isl. Astro 1958)\p37244", 1, 137
"Longitude / Latitude (M'Poraloko)", 1, 138
"Longitude / Latitude (North Sahara 1959)", 1, 139
"Longitude / Latitude (Observatorio Meteor. 1939)", 1, 140
"Longitude / Latitude (Point 58)", 1, 141
"Longitude / Latitude (Pointe Noire 1948)", 1, 142
"Longitude / Latitude (Porto Santo 1936)", 1, 143
"Longitude / Latitude (Selvagem Grande 1938)", 1, 144
"Longitude / Latitude (Sierra Leone 1960)", 1, 145
"Longitude / Latitude (S-JTSK)", 1, 146
"Longitude / Latitude (S-JTSK with Ferro prime meridian)", 1, 1020
"Longitude / Latitude (Tananarive Observatory 1925)", 1, 147
"Longitude / Latitude (Voirol 1874)", 1, 148
"Longitude / Latitude (Voirol 1960)", 1, 149
"Longitude / Latitude (Everest Ellipsoid for Pakistan)", 1, 999, 50, 283, 682, 231
"Longitude / Latitude (ATS77 Ellipsoid)", 1, 151
"Longitude / Latitude (Russia PZ90)", 1, 1012
"Longitude / Latitude (Russia SK42)", 1, 1013
"Longitude / Latitude (Russia SK95)", 1, 1014
"Longitude / Latitude (Xian 1980)", 1, 1017

"--- Non-Earth ---"
"Non-Earth (inches)", 0, 2
"Non-Earth (feet)", 0, 3
"Non-Earth (yards)", 0, 4
"Non-Earth (miles)", 0, 0
"Non-Earth (millimeters)", 0, 5
"Non-Earth (centimeters)", 0, 6
"Non-Earth (meters)", 0, 7
"Non-Earth (kilometers)", 0, 1

"--- Projections of the World ---"
"Behrmann Cylindrical Equal-Area WGS84", 2, 104, 7, 0, 30
"Eckert IV (Equal-Area) WGS84", 14, 104, 7, 0
"Eckert VI (Equal-Area) WGS84", 15, 104, 7, 0
"Gall WGS84", 17, 104, 7, 0
"Mercator WGS84\p41001", 10, 104, 7, 0
"Miller Cylindrical WGS84", 11, 104, 7, 0
"Mollweide (Equal-Area) WGS84", 13, 104, 7, 0
"Robinson WGS84\p54030", 12, 104, 7, 0
"Sinusoidal (Equal-Area) WGS84\p54008", 16, 104, 7, 0
"Behrmann Cylindrical Equal-Area NAD27", 2, 62, 7, 0, 30
"Eckert IV (Equal-Area) NAD27", 14, 62, 7, 0
"Eckert VI (Equal-Area) NAD27", 15, 62, 7, 0
"Gall NAD27", 17, 62, 7, 0
"Mercator NAD27", 10, 62, 7, 0
"Miller Cylindrical NAD27", 11, 62, 7, 0
"Mollweide (Equal-Area) NAD27", 13, 62, 7, 0
"Robinson NAD27\p54030", 12, 62, 7, 0
"Sinusoidal (Equal-Area) NAD27", 16, 62, 7, 0

"--- Projections of a Hemisphere ---"
"Azimuthal Equidistant (North Pole)", 5, 62, 7, 0, 90, 90
"Azimuthal Equidistant (South Pole)", 5, 62, 7, 0, -90, 90
"Lambert Azimuthal Equal-Area (North Pole)", 4, 62, 7, 0, 90, 90
"Lambert Azimuthal Equal-Area (South Pole)", 4, 62, 7, 0, -90, 90

"--- Azimuthal Systems ---"
"Azimuthal Equidistant (100W, 40N, Range 180)", 28, 74, 7, -100, 40, 180
"Azimuthal Equidistant (100W, 40N, Range 90)", 28, 74, 7, -100, 40, 90
"Azimuthal Equidistant (100W, 80S, Range 180)", 28, 74, 7, -100, -80, 180
"Azimuthal Equidistant (100W, 80S, Range 90)", 28, 74, 7, -100, -80, 90
"Azimuthal Equidistant (Greenwich, 80N, Range 180)", 28, 74, 7, 0, 80, 180
"Azimuthal Equidistant (Greenwich, 80N, Range 90)", 28, 74, 7, 0, 80, 90
"Azimuthal Equidistant (Greenwich, 60S, Range 180)", 28, 74, 7, 0, -60, 180
"Azimuthal Equidistant (Greenwich, 60S, Range 90)", 28, 74, 7, 0, -60, 90
"Lambert Azimuthal Equal-Area (100W, 45N, Range 180)\p2163", 29, 74, 7, -100, 45, 180
"Lambert Azimuthal Equal-Area (100W, 40N, Range 180)", 29, 74, 7, -100, 40, 180
"Lambert Azimuthal Equal-Area (100W, 40N, Range 90)", 29, 74, 7, -100, 40, 90
"Lambert Azimuthal Equal-Area (100W, 80S, Range 180)", 29, 74, 7, -100, -80, 180
"Lambert Azimuthal Equal-Area (100W, 80S, Range 90)", 29, 74, 7, -100, -80, 90
"Lambert Azimuthal Equal-Area (Greenwich, 80N, Range 180)", 29, 74, 7, 0, 80, 180
"Lambert Azimuthal Equal-Area (Greenwich, 80N, Range 90)", 29, 74, 7, 0, 80, 90
"Lambert Azimuthal Equal-Area (Greenwich, 60S, Range 180)", 29, 74, 7, 0, -60, 180
"Lambert Azimuthal Equal-Area (Greenwich, 60S, Range 90)", 29, 74, 7, 0, -60, 90
"Lambert Azimuthal Equal-Area Baltic (Range 90)", 29, 28, 7,20, 60, 90
"Stereographic (Greenwich, Equator)", 20, 74, 7, 0, 0, 1, 0, 0

"--- American Polyconic Systems ---"
"Polyconic (100W 40N, WGS84)", 27, 104, 7, -100, 40, 0, 0
"Polyconic (0W 0N, WGS84)", 27, 104, 7, 0, 0, 0, 0

"--- Regional Mercator Systems ---"
"Mercator 60", 26, 28, 7, 0, 60
"Mercator 70", 26, 28, 7, 0, 70

"--- Regional Conformal Projections ---"
"Conformal Projection (Africa)", 10, 0, 0, 20
"Conformal Projection (Asia)", 3, 0, 0, 95, 40, 20, 60, 0, 0
"Conformal Projection (Australia)", 3, 0, 0, 132.5, -10, -21.5, -33.5, 0, 0
"Conformal Projection (Central America)", 10, 0, 0, -85.5
"Conformal Projection (China)", 3, 0, 0, 110, 10, 25, 40, 0, 0
"Conformal Projection (Europe)", 3, 0, 0, 25, 35, 40, 65, 0, 0
"Lambert Conformal Conic Europe parallels (42 56)", 3, 28, 7, 17, 29.77930555, 42, 56, 2679984.29, -484330
"Conformal Projection (India)", 8, 0, 0, 78, 0, 1, 0, 0
"Conformal Projection (Middle East)", 3, 0, 0, 47.5, 25, 15, 35, 0, 0
"Conformal Projection (North America)", 3, 62, 7, -96, 23, 20, 60, 0, 0
"Conformal Projection (South America)", 10, 0, 0, -60
"Conformal Projection (United States)", 3, 62, 7, -96, 23, 33, 45, 0, 0
"Lambert Conformal Conic USA (ESRI (R) Version)", 3, 62, 7, -96, 39, 33, 45, 0, 0
"Regional Lambert Conformal Conic (Quebec NAD 27)", 3, 66, 7, -68.5, 44, 46, 60, 0, 0

"--- Regional Equal-Area Projections ---"
"Equal-Area Projection (Africa)", 2, 0, 0, 20, 0
"Equal-Area Projection (Asia)", 9, 0, 0, 95, 40, 20, 60, 0, 0
"Equal-Area Projection (Australia)", 9, 0, 0, 132.5, -10, -21.5, -33.5, 0, 0
"Equal-Area Projection (Central America)", 2, 0, 0, -85.5, 13
"Equal-Area Projection (China)", 9, 0, 0, 110, 10, 25, 40, 0, 0
"Equal-Area Projection (Europe)", 9, 0, 0, 25, 35, 40, 65, 0, 0
"Equal-Area Projection (India)", 9, 0, 0, 78, 23, 22, 33, 0, 0
"Equal-Area Projection (Middle East)", 9, 0, 0, 47.5, 25, 15, 35, 0, 0
"Equal-Area Projection (North America)", 9, 62, 7, -96, 23, 20, 60, 0, 0
"Equal-Area Projection (South America)", 14, 0, 0, -60
"Equal-Area Projection (United States)", 9, 62, 7, -96, 23, 29.5, 45.5, 0, 0

"--- ETRS Transverse Mercator (ETRS89) ---"
"ETRS TM Zone 26, Northern Hemisphere  (ETRS89)\p3038", 8, 115, 7, -27, 0, 0.9996, 500000, 0			 
"ETRS TM Zone 27, Northern Hemisphere  (ETRS89)\p3039", 8, 115, 7, -21, 0, 0.9996, 500000, 0	
"ETRS TM Zone 28, Northern Hemisphere  (ETRS89)\p3040", 8, 115, 7, -15, 0, 0.9996, 500000, 0
"ETRS TM Zone 29, Northern Hemisphere  (ETRS89)\p3041", 8, 115, 7, -9, 0, 0.9996, 500000, 0
"ETRS TM Zone 30, Northern Hemisphere  (ETRS89)\p3042", 8, 115, 7, -3, 0, 0.9996, 500000, 0
"ETRS TM Zone 31, Northern Hemisphere  (ETRS89)\p3043", 8, 115, 7, 3, 0, 0.9996, 500000, 0
"ETRS TM Zone 32, Northern Hemisphere  (ETRS89)\p3044", 8, 115, 7, 9, 0, 0.9996, 500000, 0
"ETRS TM Zone 33, Northern Hemisphere  (ETRS89)\p3045", 8, 115, 7, 15, 0, 0.9996, 500000, 0
"ETRS TM Zone 34, Northern Hemisphere  (ETRS89)\p3046", 8, 115, 7, 21, 0, 0.9996, 500000, 0
"ETRS TM Zone 35, Northern Hemisphere  (ETRS89)\p3047", 8, 115, 7, 27, 0, 0.9996, 500000, 0
"ETRS TM Zone 36, Northern Hemisphere  (ETRS89)\p3048", 8, 115, 7, 33, 0, 0.9996, 500000, 0
"ETRS TM Zone 37, Northern Hemisphere  (ETRS89)\p3049", 8, 115, 7, 39, 0, 0.9996, 500000, 0
"ETRS TM Zone 38, Northern Hemisphere  (ETRS89)\p3050", 8, 115, 7, 45, 0, 0.9996, 500000, 0
"ETRS TM Zone 39, Northern Hemisphere  (ETRS89)\p3051", 8, 115, 7, 51, 0, 0.9996, 500000, 0

"--- ETRS Lambert Conformal Conic Systems  (ETRS89) ---"
"Lambert Conformal Conic  (ETRS89)\p3034", 3, 115, 7, 10, 52, 35, 45, 4000000, 2800000

"--- ETRS Azimuthal Equal Area Systems  (ETRS89) ---"
"Lambert Azimuthal Equal-Area  (ETRS89)\p3035", 29, 115, 7, 10, 52, 180

"--- Australian Map Grid (AGD 66) ---"
"AMG Zone 47 (AGD 66)", 8, 12, 7, 99, 0, 0.9996, 500000, 10000000
"AMG Zone 48 (AGD 66)\p20248", 8, 12, 7, 105, 0, 0.9996, 500000, 10000000
"AMG Zone 49 (AGD 66)\p20249", 8, 12, 7, 111, 0, 0.9996, 500000, 10000000
"AMG Zone 50 (AGD 66)\p20250", 8, 12, 7, 117, 0, 0.9996, 500000, 10000000
"AMG Zone 51 (AGD 66)\p20251", 8, 12, 7, 123, 0, 0.9996, 500000, 10000000
"AMG Zone 52 (AGD 66)\p20252", 8, 12, 7, 129, 0, 0.9996, 500000, 10000000
"AMG Zone 53 (AGD 66)\p20253", 8, 12, 7, 135, 0, 0.9996, 500000, 10000000
"AMG Zone 54 (AGD 66)\p20254", 8, 12, 7, 141, 0, 0.9996, 500000, 10000000
"AMG Zone 55 (AGD 66)\p20255", 8, 12, 7, 147, 0, 0.9996, 500000, 10000000
"AMG Zone 56 (AGD 66)\p20256", 8, 12, 7, 153, 0, 0.9996, 500000, 10000000
"AMG Zone 57 (AGD 66)\p20257", 8, 12, 7, 159, 0, 0.9996, 500000, 10000000
"AMG Zone 58 (AGD 66)\p20258", 8, 12, 7, 165, 0, 0.9996, 500000, 10000000

"--- Australian Map Grid (AGD 84) ---"
"AMG Zone 47 (AGD 84)", 8, 13, 7, 99, 0, 0.9996, 500000, 10000000
"AMG Zone 48 (AGD 84)\p20348", 8, 13, 7, 105, 0, 0.9996, 500000, 10000000
"AMG Zone 49 (AGD 84)\p20349", 8, 13, 7, 111, 0, 0.9996, 500000, 10000000
"AMG Zone 50 (AGD 84)\p20350", 8, 13, 7, 117, 0, 0.9996, 500000, 10000000
"AMG Zone 51 (AGD 84)\p20351", 8, 13, 7, 123, 0, 0.9996, 500000, 10000000
"AMG Zone 52 (AGD 84)\p20352", 8, 13, 7, 129, 0, 0.9996, 500000, 10000000
"AMG Zone 53 (AGD 84)\p20353", 8, 13, 7, 135, 0, 0.9996, 500000, 10000000
"AMG Zone 54 (AGD 84)\p20354", 8, 13, 7, 141, 0, 0.9996, 500000, 10000000
"AMG Zone 55 (AGD 84)\p20355", 8, 13, 7, 147, 0, 0.9996, 500000, 10000000
"AMG Zone 56 (AGD 84)\p20356", 8, 13, 7, 153, 0, 0.9996, 500000, 10000000
"AMG Zone 57 (AGD 84)\p20357", 8, 13, 7, 159, 0, 0.9996, 500000, 10000000
"AMG Zone 58 (AGD 84)\p20358", 8, 13, 7, 165, 0, 0.9996, 500000, 10000000

"--- Map Grid of Australia 1994 (MGA94) ---"
"MGA Zone 47 (GDA 94)", 8, 116, 7, 99, 0, 0.9996, 500000, 10000000
"MGA Zone 48 (GDA 94)\p28348", 8, 116, 7, 105, 0, 0.9996, 500000, 10000000
"MGA Zone 49 (GDA 94)\p28349", 8, 116, 7, 111, 0, 0.9996, 500000, 10000000
"MGA Zone 50 (GDA 94)\p28350", 8, 116, 7, 117, 0, 0.9996, 500000, 10000000
"MGA Zone 51 (GDA 94)\p28351", 8, 116, 7, 123, 0, 0.9996, 500000, 10000000
"MGA Zone 52 (GDA 94)\p28352", 8, 116, 7, 129, 0, 0.9996, 500000, 10000000
"MGA Zone 53 (GDA 94)\p28353", 8, 116, 7, 135, 0, 0.9996, 500000, 10000000
"MGA Zone 54 (GDA 94)\p28354", 8, 116, 7, 141, 0, 0.9996, 500000, 10000000
"MGA Zone 55 (GDA 94)\p28355", 8, 116, 7, 147, 0, 0.9996, 500000, 10000000
"MGA Zone 56 (GDA 94)\p28356", 8, 116, 7, 153, 0, 0.9996, 500000, 10000000
"MGA Zone 57 (GDA 94)\p28357", 8, 116, 7, 159, 0, 0.9996, 500000, 10000000
"MGA Zone 58 (GDA 94)\p28358", 8, 116, 7, 165, 0, 0.9996, 500000, 10000000


"--- Australian State Grids ---"
"ACT Standard Grid", 8, 12, 7, 149.0092948333, 0, 1.000086, 200000, 4510193.4939
"NSW Integrated Survey Grid (ISG) Zone 54/2", 8, 12, 7, 141, 0, 0.99994, 300000, 5000000
"NSW Integrated Survey Grid (ISG) Zone 54/3", 8, 12, 7, 143, 0, 0.99994, 300000, 5000000
"NSW Integrated Survey Grid (ISG) Zone 55/1", 8, 12, 7, 145, 0, 0.99994, 300000, 5000000
"NSW Integrated Survey Grid (ISG) Zone 55/2", 8, 12, 7, 147, 0, 0.99994, 300000, 5000000
"NSW Integrated Survey Grid (ISG) Zone 55/3", 8, 12, 7, 149, 0, 0.99994, 300000, 5000000
"NSW Integrated Survey Grid (ISG) Zone 56/1", 8, 12, 7, 151, 0, 0.99994, 300000, 5000000
"NSW Integrated Survey Grid (ISG) Zone 56/2", 8, 12, 7, 153, 0, 0.99994, 300000, 5000000
"NSW Integrated Survey Grid (ISG) Zone 56/3", 8, 12, 7, 155, 0, 0.99994, 300000, 5000000
"NSW Lambert Conformal",6,13,7,134,-90,-18,-36,0,0
"NSW Simple Conic",6,13,1,147,-32.5,-29.5,-35.5,0,0
"VicGrid66 (AGD66)", 3, 12, 7, 145, -37, -36, -38, 2500000, 4500000
"VicGrid94 (GDA94)", 3, 116, 7, 145, -37, -36, -38, 2500000, 2500000

"--- Other Australian Projections ---"
"Albers Australian Conic (AGD66)", 9, 12, 7, 132, 0, -36, -18, 0, 0
"Albers Australian Conic (AGD84)", 9, 13, 7, 132, 0, -36, -18, 0, 0
"Australian Simple Conic",6,13,1,134,-90,-18,-36,0,0
"Australian Lamberts Conformal Conic (AGD66)", 3, 12, 7, 135, -24, -18, -36, 0, 0
"Australian Lamberts Conformal Conic (AGD84)", 3, 13, 7, 135, -24, -18, -36, 0, 0
"Australian Lamberts Conformal Conic (GDA94)", 3, 116, 7, 135, -24, -18, -36, 0, 0
"Australian Antarctic Lambert", 3, 104, 7, 70, -50, -68.5, -74.5, 6000000, 6000000
"Australian Antarctic Polar Stereographic", 20, 104, 7, 70, -71, 0.972769012892, 6000000, 6000000

"--- Victorian Projections ---"
"VIC VicGrid66 (AGD 66)", 2003, 12, 7, 145, -37, -36, -38, 2500000, 4500000, 1500000, 3500000, 3500000, 5500000
"VIC VicGrid94 (GDA 94)", 2003, 116, 7, 145, -37, -36, -38, 2500000, 2500000, 1500000, 1500000, 3500000, 3500000
"VIC AMG Zone 54 (AGD 66)", 2008, 12, 7, 141, 0, 0.9996, 500000, 10000000, -500000, 5000000, 1500000, 7000000
"VIC AMG Zone 55 (AGD 66)", 2008, 12, 7, 147, 0, 0.9996, 500000, 10000000, -500000, 5000000, 1500000, 7000000
"VIC MGA Zone 54 (GDA 94)", 2008, 116, 7, 141, 0, 0.9996, 500000, 10000000, -500000, 5000000, 1500000, 7000000
"VIC MGA Zone 55 (GDA 94)", 2008, 116, 7, 147, 0, 0.9996, 500000, 10000000, -500000, 5000000, 1500000, 7000000
"VIC Longitude/Latitude (AGD 66)", 2001, 12, 138, -44, 154.666666667, -27.333333333
"VIC Longitude/Latitude (GDA 94)", 2001, 116, 138, -44, 154.666666667, -27.333333333

"--- Austrian Coordinate Systems ---"
"Gauss-Kruger MGI (28)", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 10.3333333, 0, 1, 0, 0
"Gauss-Kruger MGI (31)", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 13.3333333, 0, 1, 0, 0
"Gauss-Kruger MGI (34)", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 16.3333333, 0, 1, 0, 0
"Gauss-Kruger MGI (28) without 5000000", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 10.3333333, 0,1, 0, -5000000
"Gauss-Kruger MGI (31) without 5000000", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 13.3333333, 0, 1, 0, -5000000
"Gauss-Kruger MGI (34) without 5000000", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 16.3333333, 0, 1, 0, -5000000
"Bundesmeldenetz MGI (28)", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 10.3333333, 0, 1, 150000, 0
"Bundesmeldenetz MGI (31)", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 13.3333333, 0, 1, 450000, 0
"Bundesmeldenetz MGI (34)", 8, 9999, 10, 575, 93, 466, -5.1, -1.6, -5.2, 2.5, 0, 7, 16.3333333, 0, 1, 750000, 0
